ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,season,record_team,IP_OUTS,IP_DECIMAL,kbo_player_id,player_name,level,role,has_record,source_url,AVG,PA,AB,2B,3B,TB,RBI,SB,CS,GDP,SLG,OBP,E
,28,,,,,,,,,,11,0,2,0,13,3,,2015,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.250,51,44,3,1,16,1,1,0,2,0.364,0.283,0
,47,,,,,,,,,,4,0,1,0,8,7,,2018,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.148,29,27,0,0,4,0,2,1,1,0.148,0.179,1
,105,,,,,,,,,,16,0,6,3,13,24,,2019,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.302,64,53,0,1,18,4,1,3,0,0.340,0.397,0
,114,,,,,,,,,,8,1,5,1,13,21,,2020,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.195,51,41,1,1,14,5,4,3,0,0.341,0.292,0
,122,,,,,,,,,,11,0,12,0,22,39,,2021,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.229,65,48,0,0,11,7,15,1,0,0.229,0.383,0
,119,,,,,,,,,,10,0,5,0,19,17,,2022,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.156,72,64,1,2,15,3,0,2,0,0.234,0.217,1
,69,,,,,,,,,,3,0,1,1,8,6,,2023,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.130,25,23,0,0,3,0,3,1,0,0.130,0.200,0
,36,,,,,,,,,,3,0,3,2,6,8,,2024,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,0.214,20,14,0,0,3,1,0,1,0,0.214,0.421,1
,3,,,,,,,,,,0,0,0,0,0,0,,2025,KT,,,64012,송민섭,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64012,-,0,0,0,0,0,0,0,0,0,-,-,0
,76,,,,,,,,,,23,2,8,4,22,16,,2014,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.242,110,95,3,0,32,11,3,1,4,0.337,0.327,3
,64,,,,,,,,,,42,5,20,1,45,26,,2015,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.250,190,168,9,1,68,31,16,4,2,0.405,0.333,2
,74,,,,,,,,,,58,3,34,6,39,45,,2016,상무,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.319,226,182,17,4,92,33,14,5,4,0.505,0.436,4
,84,,,,,,,,,,88,1,26,2,58,50,,2017,상무,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.326,302,270,12,6,115,34,21,7,4,0.426,0.384,4
,50,,,,,,,,,,35,1,22,1,31,28,,2018,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.278,150,126,7,1,47,11,25,2,4,0.373,0.387,5
,16,,,,,,,,,,10,0,4,3,6,6,,2019,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.213,56,47,2,0,12,11,3,0,1,0.255,0.309,1
,6,,,,,,,,,,6,0,2,1,3,2,,2020,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.286,24,21,1,0,7,1,0,0,1,0.333,0.375,0
,2,,,,,,,,,,1,0,0,0,1,0,,2021,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.200,5,5,1,0,2,0,0,0,0,0.400,0.200,0
,34,,,,,,,,,,29,2,14,1,13,16,,2023,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.330,106,88,4,1,41,16,11,6,2,0.466,0.415,1
,11,,,,,,,,,,9,0,1,4,6,5,,2024,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.360,30,25,0,0,9,3,1,2,1,0.360,0.467,0
,10,,,,,,,,,,7,0,3,1,7,4,,2025,KT,,,64012,송민섭,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64012,0.292,28,24,3,0,10,2,0,0,1,0.417,0.393,1
6.87,50,0,0,2,3,0,1,0.400,270,56 1/3,68,3,41,7,29,45,43,2015,KT,169,56.333333,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
5.47,59,0,0,2,3,0,7,0.400,255,54 1/3,75,4,24,5,30,36,33,2016,KT,163,54.333333,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
5.18,64,0,0,1,7,0,13,0.125,344,74 2/3,86,11,31,4,69,48,43,2017,KT,224,74.666667,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
4.61,44,0,0,4,5,2,3,0.444,179,41,47,5,17,2,36,25,21,2018,KT,123,41.0,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
2.89,28,0,0,0,1,0,1,0.000,189,46 2/3,41,4,11,0,35,15,15,2021,KT,140,46.666667,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
3.74,44,0,0,4,1,0,6,0.800,184,43 1/3,41,4,16,2,21,19,18,2022,KT,130,43.333333,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
3.78,33,1,0,3,1,0,6,0.750,218,47 2/3,57,2,18,1,29,23,20,2023,롯데,143,47.666667,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
3.00,4,0,0,1,0,0,0,1.000,15,3,5,0,1,0,2,2,1,2025,롯데,9,3.0,64017,심재민,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64017,,,,,,,,,,,,,
3.00,2,0,0,1,0,0,0,1.000,14,3,3,0,2,0,3,1,1,2014,KT,9,3.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
3.44,6,0,0,0,0,1,2,-,82,18 1/3,22,2,7,1,11,7,7,2015,KT,55,18.333333,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
1.64,4,0,0,1,0,0,0,1.000,44,11,11,0,4,0,7,3,2,2016,KT,33,11.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
0.00,7,0,0,0,0,1,0,-,39,11,6,0,1,0,12,0,0,2018,KT,33,11.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
4.06,7,0,0,2,1,0,0,0.667,132,31,28,2,13,0,27,19,14,2021,KT,93,31.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,18,5,3,0,0,0,5,0,0,2022,KT,15,5.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
2.57,15,0,0,1,2,0,3,0.333,82,21,18,3,4,0,9,7,6,2023,롯데,63,21.0,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
10.80,2,0,0,0,0,0,1,-,8,1 2/3,4,0,0,0,0,2,2,2024,롯데,5,1.666667,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
7.71,11,0,0,3,3,0,0,0.500,184,37 1/3,52,6,23,2,36,32,32,2025,롯데,112,37.333333,64017,심재민,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64017,,,,,,,,,,,,,
5.76,31,0,0,2,11,0,0,0.154,526,114,129,16,54,12,82,81,73,2015,롯데,342,114.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
5.76,27,0,0,7,12,0,0,0.368,627,139,160,17,62,6,133,97,89,2016,롯데,417,139.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
3.68,28,0,0,12,6,0,0,0.667,725,171 1/3,170,21,56,9,117,74,70,2017,롯데,514,171.333333,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
9.92,14,0,0,1,5,0,0,0.167,258,49,83,10,29,4,40,54,54,2018,롯데,147,49.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
4.20,12,0,0,3,6,0,0,0.333,263,60,66,3,23,0,44,33,28,2019,롯데,180,60.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
4.70,28,0,0,8,10,0,0,0.444,658,147 1/3,177,20,47,8,108,85,77,2020,롯데,442,147.333333,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
3.98,28,1,1,10,9,0,0,0.526,685,163,141,20,53,10,125,75,72,2021,롯데,489,163.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
3.89,28,0,0,10,11,0,0,0.476,679,157 1/3,179,8,32,8,146,80,68,2022,롯데,472,157.333333,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
3.45,27,0,0,9,7,0,0,0.563,657,154,145,8,59,4,129,70,59,2023,롯데,462,154.0,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
4.78,30,0,0,6,11,0,0,0.353,759,173 1/3,188,13,56,11,124,103,92,2024,롯데,520,173.333333,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
4.93,29,0,0,11,13,0,0,0.458,722,160 2/3,183,15,54,8,156,99,88,2025,롯데,482,160.666667,64021,박세웅,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=64021,,,,,,,,,,,,,
4.12,21,0,0,9,3,0,0,0.750,508,118,106,17,56,5,123,58,54,2014,KT,354,118.0,64021,박세웅,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64021,,,,,,,,,,,,,
5.46,8,0,0,2,1,0,0,0.667,139,31 1/3,39,4,6,2,27,22,19,2018,롯데,94,31.333333,64021,박세웅,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64021,,,,,,,,,,,,,
3.86,3,0,0,0,1,0,0,0.000,47,11 2/3,12,2,3,0,10,6,5,2019,롯데,35,11.666667,64021,박세웅,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=64021,,,,,,,,,,,,,
,80,,,,,,,,,,30,1,7,0,31,16,,2015,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.240,137,125,10,0,43,14,2,0,4,0.344,0.278,5
,19,,,,,,,,,,5,0,1,0,9,2,,2016,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.179,29,28,1,0,6,3,0,0,0,0.214,0.207,1
,60,,,,,,,,,,38,4,12,3,56,19,,2018,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.247,176,154,11,0,61,18,0,0,4,0.396,0.314,5
,73,,,,,,,,,,26,2,6,2,41,10,,2019,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.191,145,136,6,1,40,4,0,1,2,0.294,0.236,5
,58,,,,,,,,,,29,3,27,1,25,19,,2021,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.232,157,125,5,0,43,16,0,0,1,0.344,0.370,1
,33,,,,,,,,,,11,2,11,2,19,8,,2022,롯데,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.155,84,71,0,0,17,2,0,1,2,0.239,0.286,4
,77,,,,,,,,,,30,4,16,2,45,15,,2023,NC,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.195,177,154,6,0,48,17,0,0,6,0.312,0.276,5
,10,,,,,,,,,,6,2,3,0,7,5,,2024,NC,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.286,25,21,1,0,13,4,0,0,0,0.619,0.360,0
,33,,,,,,,,,,7,0,8,2,15,2,,2025,NC,,,64022,안중열,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64022,0.143,60,49,3,0,10,6,0,0,0,0.204,0.288,2
,77,,,,,,,,,,44,3,16,8,32,25,,2014,KT,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.280,188,157,3,0,56,15,1,2,4,0.357,0.376,2
,5,,,,,,,,,,8,2,1,0,2,4,,2015,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.400,21,20,3,0,17,7,0,0,0,0.850,0.429,0
,35,,,,,,,,,,29,3,11,3,16,14,,2016,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.322,104,90,10,0,48,18,2,0,3,0.533,0.413,1
,28,,,,,,,,,,16,1,11,0,15,6,,2018,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.320,62,50,3,0,22,9,3,1,2,0.440,0.435,3
,17,,,,,,,,,,13,0,4,0,4,8,,2019,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.295,48,44,6,0,19,2,1,0,1,0.432,0.354,1
,64,,,,,,,,,,52,6,20,7,20,25,,2020,상무,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.292,208,178,10,0,80,33,1,1,8,0.449,0.383,1
,46,,,,,,,,,,42,8,28,3,20,33,,2021,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.282,183,149,8,0,74,40,1,0,3,0.497,0.399,8
,51,,,,,,,,,,46,6,21,3,17,32,,2022,롯데,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.303,180,152,15,0,79,39,4,1,4,0.520,0.391,3
,2,,,,,,,,,,2,0,2,0,0,1,,2023,NC,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.667,6,3,0,0,2,1,0,0,0,0.667,0.667,0
,56,,,,,,,,,,33,3,25,4,25,23,,2024,NC,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.340,127,97,7,0,49,23,0,1,4,0.505,0.492,4
,19,,,,,,,,,,17,4,5,3,10,8,,2025,NC,,,64022,안중열,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64022,0.327,60,52,2,0,31,13,1,0,3,0.596,0.417,0
,9,,,,,,,,,,0,0,1,0,1,3,,2020,LG,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.000,3,2,0,0,0,0,1,0,0,0.000,0.333,0
,16,,,,,,,,,,6,0,3,1,7,5,,2021,LG,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.286,26,21,2,1,10,1,2,0,1,0.476,0.385,1
,6,,,,,,,,,,2,0,0,0,3,1,,2022,LG,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.222,10,9,0,0,2,0,0,1,0,0.222,0.222,0
,27,,,,,,,,,,12,0,4,0,20,5,,2023,NC,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.200,66,60,1,0,13,2,2,1,2,0.217,0.250,2
,40,,,,,,,,,,18,0,2,1,22,10,,2024,NC,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.247,76,73,4,1,24,3,2,1,2,0.329,0.276,0
,61,,,,,,,,,,22,3,12,7,27,18,,2025,NC,,,64101,한석현,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64101,0.195,138,113,5,0,36,21,1,1,1,0.319,0.306,1
,20,,,,,,,,,,7,0,1,0,4,3,,2014,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.280,28,25,1,0,8,3,0,0,0,0.320,0.296,0
,75,,,,,,,,,,48,4,16,8,59,36,,2017,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.251,219,191,6,4,74,21,16,5,2,0.387,0.333,4
,81,,,,,,,,,,73,3,21,2,52,42,,2018,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.273,293,267,15,0,97,27,12,8,5,0.363,0.328,3
,82,,,,,,,,,,74,5,24,7,47,38,,2019,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.278,305,266,11,2,104,32,13,13,5,0.391,0.350,4
,65,,,,,,,,,,71,2,36,6,29,46,,2020,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.345,254,206,14,2,95,24,29,5,3,0.461,0.452,3
,70,,,,,,,,,,60,1,41,11,31,46,,2021,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.296,258,203,9,3,78,25,21,8,5,0.384,0.436,3
,48,,,,,,,,,,51,2,22,3,25,27,,2022,LG,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.338,180,151,6,2,67,21,13,5,3,0.444,0.427,1
,56,,,,,,,,,,51,3,13,9,21,27,,2023,NC,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.311,192,164,12,0,72,23,4,2,4,0.439,0.382,2
,39,,,,,,,,,,38,2,12,4,16,20,,2024,NC,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.317,138,120,13,1,59,24,8,1,3,0.492,0.394,1
,45,,,,,,,,,,51,4,13,3,20,32,,2025,NC,,,64101,한석현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64101,0.367,158,139,7,2,74,20,0,2,2,0.532,0.424,0
,20,,,,,,,,,,5,0,1,0,8,2,,2015,LG,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.208,26,24,0,0,5,1,0,0,0,0.208,0.231,3
,14,,,,,,,,,,1,0,2,0,3,2,,2016,LG,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.077,15,13,0,0,1,0,0,0,0,0.077,0.200,0
,8,,,,,,,,,,0,0,0,0,1,0,,2017,LG,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.000,5,5,0,0,0,0,0,0,0,0.000,0.000,0
,46,,,,,,,,,,13,1,6,0,7,10,,2020,LG,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.217,68,60,3,0,19,6,0,0,2,0.317,0.284,1
,5,,,,,,,,,,0,0,0,0,0,0,,2021,LG,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.000,3,3,0,0,0,0,0,0,0,0.000,0.000,1
,35,,,,,,,,,,14,3,3,0,17,7,,2022,KT,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.246,63,57,2,0,25,10,1,0,5,0.439,0.283,0
,69,,,,,,,,,,15,1,12,1,25,10,,2023,KT,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.172,104,87,2,1,22,10,3,0,1,0.253,0.277,2
,17,,,,,,,,,,1,0,4,0,5,1,,2024,KT,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.071,18,14,0,0,1,0,0,0,0,0.071,0.278,0
,73,,,,,,,,,,29,1,8,0,27,10,,2025,KT,,,64115,장준원,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64115,0.207,154,140,3,0,35,11,0,0,5,0.250,0.248,3
,33,,,,,,,,,,10,0,4,2,9,8,,2014,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.286,41,35,0,0,10,2,0,0,2,0.286,0.390,8
,71,,,,,,,,,,62,3,22,6,18,29,,2015,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.312,232,199,12,1,85,26,4,4,8,0.427,0.391,9
,49,,,,,,,,,,37,1,17,0,21,20,,2016,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.285,151,130,5,2,49,21,1,1,5,0.377,0.362,9
,65,,,,,,,,,,43,3,15,2,18,20,,2017,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.242,198,178,7,0,59,25,2,3,11,0.331,0.306,10
,42,,,,,,,,,,33,1,10,1,13,9,,2018,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.308,120,107,7,0,43,12,1,0,7,0.402,0.370,4
,43,,,,,,,,,,52,1,28,3,16,41,,2020,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.333,188,156,10,2,69,24,3,0,7,0.442,0.441,10
,72,,,,,,,,,,62,3,36,2,25,28,,2021,LG,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.297,250,209,12,0,83,37,2,2,4,0.397,0.400,4
,1,,,,,,,,,,1,0,0,0,1,1,,2022,KT,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.250,4,4,1,0,2,0,0,0,0,0.500,0.250,0
,7,,,,,,,,,,4,0,9,0,5,5,,2023,KT,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.267,24,15,1,0,5,2,0,0,0,0.333,0.542,1
,56,,,,,,,,,,52,1,31,3,26,28,,2024,KT,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.323,196,161,11,1,68,31,2,1,5,0.422,0.439,10
,12,,,,,,,,,,14,5,8,0,4,10,,2025,KT,,,64115,장준원,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=64115,0.359,47,39,2,0,31,17,0,0,0,0.795,0.468,1
,125,,,,,,,,,,93,8,18,0,75,36,,2015,LG,,,64153,양석환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153,0.260,384,358,22,1,141,48,6,6,6,0.394,0.293,10
,80,,,,,,,,,,56,6,6,1,48,24,,2016,LG,,,64153,양석환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153,0.276,215,203,10,1,86,37,3,0,1,0.424,0.297,5
,132,,,,,,,,,,117,14,38,6,93,62,,2017,LG,,,64153,양석환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153,0.263,496,445,27,3,192,83,3,7,13,0.431,0.326,8
,140,,,,,,,,,,127,22,24,6,81,53,,2018,LG,,,64153,양석환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153,0.263,519,483,27,0,220,82,2,2,9,0.455,0.303,14
,40,,,,,,,,,,29,3,10,2,25,8,,2020,LG,,,64153,양석환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=64153,0.246,132,118,5,0,43,13,0,0,1,0.364,0.315,4
