"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS","SAC","SF","PA_OTHER","SAC_SF_CANDIDATES","SAC_SF_SOURCE","SAC_SF_CONFIDENCE","ISO","K_RATE","BB_RATE","BB_K","XBH","XBH_RATE","HR_RATE","basic_source_url"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65207","0.313","135","538","463","87","145","15","7","1","177","61","15","9","62","3","57","7","0.382","0.395","12","0.777","6","4","0","4","kbo_basic_leaderboard","official","0.069","0.1059","0.1152","1.088","23","0.0428","0.0019","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65269","KBO-65269","두산 베어스","김민혁","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65269","0.118","10","21","17","2","2","0","0","1","5","1","0","0","4","0","6","0","0.294","0.286","0","0.580","0","0","0","0","kbo_basic_leaderboard","official","0.176","0.2857","0.1905","0.667","1","0.0476","0.0476","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65357","KBO-65357","키움 히어로즈","송성문","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65357","0.315","144","646","574","103","181","37","4","26","304","90","25","2","68","1","96","6","0.530","0.387","14","0.917","0","3","0","3","kbo_basic_leaderboard","official","0.215","0.1486","0.1053","0.708","67","0.1037","0.0402","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65464","KBO-65464","KIA 타이거즈","최정용","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65464","0.167","4","6","6","0","1","0","0","0","1","0","0","0","0","0","2","1","0.167","0.167","0","0.334","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3333","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65586","KBO-65586","삼성 라이온즈","전병우","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65586","0.273","59","97","77","11","21","2","0","1","26","13","1","0","19","1","27","3","0.338","0.423","1","0.761","0","0","0","0","kbo_basic_leaderboard","official","0.065","0.2784","0.1959","0.704","3","0.0309","0.0103","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65610","KBO-65610","KIA 타이거즈","황대인","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65610","0.189","18","57","53","3","10","3","0","1","16","8","0","0","3","0","14","0","0.302","0.228","2","0.530","0","1","0","1","kbo_basic_leaderboard","official","0.113","0.2456","0.0526","0.214","4","0.0702","0.0175","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65653","KBO-65653","KIA 타이거즈","김호령","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65653","0.283","105","381","332","46","94","26","3","6","144","39","12","1","34","6","94","4","0.434","0.359","6","0.793","8","1","0","1","kbo_basic_leaderboard","official","0.151","0.2467","0.0892","0.362","35","0.0919","0.0157","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65703","KBO-65703","한화 이글스","이도윤","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65703","0.260","113","277","250","37","65","11","3","1","85","36","1","0","11","3","52","5","0.340","0.296","4","0.636","10","3","0","3","kbo_basic_leaderboard","official","0.080","0.1877","0.0397","0.212","15","0.0542","0.0036","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65898","KBO-65898","키움 히어로즈","김웅빈","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65898","0.083","10","31","24","1","2","0","0","0","2","0","0","0","6","0","7","2","0.083","0.267","0","0.350","1","0","0","0","kbo_basic_leaderboard","official","0.000","0.2258","0.1935","0.857","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=65905","0.000","19","6","5","6","0","0","0","0","0","0","1","2","1","0","2","0","0.000","0.167","1","0.167","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3333","0.1667","0.500","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66108","KBO-66108","LG 트윈스","홍창기","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66108","0.287","51","215","174","32","50","4","0","1","57","16","3","0","29","6","40","4","0.328","0.399","0","0.727","2","4","0","4","kbo_basic_leaderboard","official","0.041","0.1860","0.1349","0.725","5","0.0233","0.0047","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66112","KBO-66112","두산 베어스","김기연","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66112","0.247","100","245","219","19","54","9","0","2","69","24","1","0","19","1","44","8","0.315","0.307","4","0.622","4","2","0","2","kbo_basic_leaderboard","official","0.068","0.1796","0.0776","0.432","11","0.0449","0.0082","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66162","KBO-66162","LG 트윈스","김주성","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66162","0.200","16","17","15","3","3","0","0","1","6","1","0","2","1","1","2","0","0.400","0.294","1","0.694","0","0","0","0","kbo_basic_leaderboard","official","0.200","0.1176","0.0588","0.500","1","0.0588","0.0588","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66209","KBO-66209","두산 베어스","조수행","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66209","0.244","108","140","119","30","29","4","0","0","33","9","30","7","14","0","29","1","0.277","0.323","1","0.600","7","0","0","0","kbo_basic_leaderboard","official","0.033","0.2071","0.1000","0.483","4","0.0286","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66233","KBO-66233","두산 베어스","홍성호","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66233","0.346","9","27","26","3","9","1","0","2","16","3","0","0","1","0","8","0","0.615","0.370","1","0.985","0","0","0","0","kbo_basic_leaderboard","official","0.269","0.2963","0.0370","0.125","3","0.1111","0.0741","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66354","KBO-66354","KIA 타이거즈","주효상","C","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66354","0.333","8","17","15","1","5","2","0","0","7","1","0","0","2","0","4","0","0.467","0.412","1","0.879","0","0","0","0","kbo_basic_leaderboard","official","0.134","0.2353","0.1176","0.500","2","0.1176","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66406","KBO-66406","삼성 라이온즈","안주형","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66406","0.235","8","18","17","3","4","0","0","1","7","2","0","1","1","0","5","1","0.412","0.278","2","0.690","0","0","0","0","kbo_basic_leaderboard","official","0.177","0.2778","0.0556","0.200","1","0.0556","0.0556","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66409","KBO-66409","삼성 라이온즈","이성규","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66409","0.198","68","154","126","17","25","5","1","6","50","21","2","2","15","10","52","3","0.397","0.327","2","0.724","1","2","0","2","kbo_basic_leaderboard","official","0.199","0.3377","0.0974","0.288","12","0.0779","0.0390","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66606","0.242","126","449","413","62","100","13","3","6","137","44","26","8","23","6","71","5","0.332","0.289","3","0.621","2","5","0","5","kbo_basic_leaderboard","official","0.090","0.1581","0.0512","0.324","22","0.0490","0.0134","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66614","KBO-66614","KIA 타이거즈","김규성","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66614","0.233","133","222","193","30","45","4","0","3","58","16","5","2","21","2","49","1","0.301","0.313","10","0.614","5","1","0","1","kbo_basic_leaderboard","official","0.068","0.2207","0.0946","0.429","7","0.0315","0.0135","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66657","KBO-66657","한화 이글스","이진영","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66657","0.274","115","366","321","49","88","13","0","11","134","43","1","4","38","2","93","8","0.417","0.350","2","0.767","0","5","0","5","kbo_basic_leaderboard","official","0.143","0.2541","0.1038","0.409","24","0.0656","0.0301","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66662","KBO-66662","SSG 랜더스","신범수","C","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66662","0.182","29","39","33","1","6","1","0","1","10","3","0","0","5","1","7","0","0.303","0.308","0","0.611","0","0","0","0","kbo_basic_leaderboard","official","0.121","0.1795","0.1282","0.714","2","0.0513","0.0256","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66704","KBO-66704","한화 이글스","김태연","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66704","0.261","120","340","303","40","79","15","0","3","103","20","5","3","23","8","62","10","0.340","0.329","5","0.669","6","0","0","0","kbo_basic_leaderboard","official","0.079","0.1824","0.0676","0.371","18","0.0529","0.0088","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66706","KBO-66706","KT 위즈","장진혁","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66706","0.209","86","157","139","19","29","3","1","4","46","19","1","0","13","0","46","1","0.331","0.275","1","0.606","4","1","0","1","kbo_basic_leaderboard","official","0.122","0.2930","0.0828","0.283","8","0.0510","0.0255","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66707","KBO-66707","한화 이글스","박상언","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66707","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66715","KBO-66715","한화 이글스","김인환","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66715","0.080","10","26","25","2","2","0","0","1","5","3","0","0","1","0","9","1","0.200","0.115","2","0.315","0","0","0","0","kbo_basic_leaderboard","official","0.120","0.3462","0.0385","0.111","1","0.0385","0.0385","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66838","KBO-66838","키움 히어로즈","김동엽","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66838","0.222","9","29","27","2","6","2","0","0","8","2","0","0","2","0","11","1","0.296","0.276","0","0.572","0","0","0","0","kbo_basic_leaderboard","official","0.074","0.3793","0.0690","0.182","2","0.0690","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66864","0.264","102","289","258","38","68","8","2","6","98","15","17","6","18","2","85","2","0.380","0.314","9","0.694","9","2","0","2","kbo_basic_leaderboard","official","0.116","0.2941","0.0623","0.212","16","0.0554","0.0208","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66917","0.178","44","78","73","4","13","2","0","0","15","5","0","0","3","1","13","3","0.205","0.221","4","0.426","1","0","0","0","kbo_basic_leaderboard","official","0.027","0.1667","0.0385","0.231","2","0.0256","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66928","KBO-66928","두산 베어스","박준영","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66928","0.225","41","126","111","9","25","8","0","1","36","10","3","0","10","3","32","1","0.324","0.304","8","0.628","1","1","0","1","kbo_basic_leaderboard","official","0.099","0.2540","0.0794","0.313","9","0.0714","0.0079","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=66965","0.182","61","98","77","9","14","4","1","1","23","8","3","0","7","8","16","2","0.299","0.315","3","0.614","6","0","0","0","kbo_basic_leaderboard","official","0.117","0.1633","0.0714","0.438","6","0.0612","0.0102","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67005","KBO-67005","삼성 라이온즈","홍현빈","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67005","0.125","32","38","32","8","4","2","0","0","6","0","0","0","3","1","8","0","0.188","0.222","1","0.410","2","0","0","0","kbo_basic_leaderboard","official","0.063","0.2105","0.0789","0.375","2","0.0526","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67006","KBO-67006","KT 위즈","안치영","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67006","0.227","47","56","44","9","10","1","0","1","14","6","0","2","4","3","13","1","0.318","0.327","0","0.645","4","1","0","1","kbo_basic_leaderboard","official","0.091","0.2321","0.0714","0.308","2","0.0357","0.0179","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67207","KBO-67207","두산 베어스","이유찬","IF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67207","0.242","89","311","269","36","65","8","1","1","78","16","12","2","33","2","66","4","0.290","0.328","8","0.618","6","1","0","1","kbo_basic_leaderboard","official","0.048","0.2122","0.1061","0.500","10","0.0322","0.0032","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67449","KBO-67449","삼성 라이온즈","김성윤","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67449","0.331","127","538","456","92","151","29","9","6","216","61","26","7","65","5","54","11","0.474","0.419","2","0.893","10","2","0","2","kbo_basic_leaderboard","official","0.143","0.1004","0.1208","1.204","44","0.0818","0.0112","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67609","KBO-67609","KIA 타이거즈","박정우","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67609","0.274","53","75","62","17","17","2","0","0","19","4","2","1","10","3","12","1","0.306","0.400","0","0.706","0","0","0","0","kbo_basic_leaderboard","official","0.032","0.1600","0.1333","0.833","2","0.0267","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67610","KBO-67610","KIA 타이거즈","김석환","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67610","0.265","47","134","117","14","31","1","2","2","42","16","0","0","14","2","55","0","0.359","0.351","0","0.710","0","1","0","1","kbo_basic_leaderboard","official","0.094","0.4104","0.1045","0.255","5","0.0373","0.0149","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67644","KBO-67644","KT 위즈","이정훈","OF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67644","0.258","59","148","132","20","34","4","0","4","50","14","0","1","13","3","48","4","0.379","0.338","1","0.717","0","0","0","0","kbo_basic_leaderboard","official","0.121","0.3243","0.0878","0.271","8","0.0541","0.0270","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67807","KBO-67807","SSG 랜더스","이정범","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67807","0.000","3","3","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.6667","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67893","KBO-67893","SSG 랜더스","박성한","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67893","0.274","127","538","452","73","124","23","2","7","172","48","5","6","79","3","93","6","0.381","0.384","20","0.765","2","2","0","2","kbo_basic_leaderboard","official","0.107","0.1729","0.1468","0.849","32","0.0595","0.0130","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67900","KBO-67900","SSG 랜더스","김수윤","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67900","0.091","7","12","11","0","1","0","0","0","1","0","0","0","0","1","4","0","0.091","0.167","2","0.258","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.3333","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=67905","0.238","129","294","261","47","62","10","3","6","96","31","15","5","17","5","58","3","0.368","0.292","2","0.660","6","5","0","5","kbo_basic_leaderboard","official","0.130","0.1973","0.0578","0.293","19","0.0646","0.0204","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68050","KBO-68050","KT 위즈","강백호","C","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68050","0.265","95","369","321","41","85","18","1","15","150","61","2","4","44","3","64","9","0.467","0.358","1","0.825","0","1","0","1","kbo_basic_leaderboard","official","0.202","0.1734","0.1192","0.688","34","0.0921","0.0407","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68089","KBO-68089","KT 위즈","조대현","C","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68089","0.187","64","90","75","7","14","4","0","0","18","11","0","0","7","2","22","0","0.240","0.274","7","0.514","6","0","0","0","kbo_basic_leaderboard","official","0.053","0.2444","0.0778","0.318","4","0.0444","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68110","0.211","66","166","147","18","31","9","1","3","51","20","2","2","9","8","49","4","0.347","0.291","1","0.638","1","1","0","1","kbo_basic_leaderboard","official","0.136","0.2952","0.0542","0.184","13","0.0783","0.0181","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68119","KBO-68119","LG 트윈스","문성주","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68119","0.305","135","542","475","57","145","20","2","3","178","70","4","3","54","4","59","10","0.375","0.375","1","0.750","0","9","0","9","kbo_basic_leaderboard","official","0.070","0.1089","0.0996","0.915","25","0.0461","0.0055","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68205","KBO-68205","롯데 자이언츠","전민재","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68205","0.287","101","369","331","39","95","15","0","5","125","34","3","3","22","4","63","7","0.378","0.337","16","0.715","10","2","0","2","kbo_basic_leaderboard","official","0.091","0.1707","0.0596","0.349","20","0.0542","0.0136","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68305","KBO-68305","키움 히어로즈","변상권","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68305","0.263","12","20","19","2","5","2","0","0","7","4","0","0","0","0","2","0","0.368","0.250","0","0.618","0","1","0","1","kbo_basic_leaderboard","official","0.105","0.1000","0.0000","0.000","2","0.1000","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68362","KBO-68362","두산 베어스","추재현","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68362","0.222","34","87","81","7","18","3","1","1","26","7","0","0","3","1","17","2","0.321","0.259","0","0.580","2","0","0","0","kbo_basic_leaderboard","official","0.099","0.1954","0.0345","0.176","5","0.0575","0.0115","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68407","KBO-68407","삼성 라이온즈","공민규","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68407","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68463","KBO-68463","삼성 라이온즈","윤정빈","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68463","0.175","25","46","40","3","7","1","0","0","8","3","0","0","4","0","18","1","0.200","0.239","0","0.439","0","2","0","2","kbo_basic_leaderboard","official","0.025","0.3913","0.0870","0.222","1","0.0217","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68504","KBO-68504","KT 위즈","이호연","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68504","0.343","32","75","70","8","24","7","0","1","34","8","0","0","3","1","14","2","0.486","0.378","1","0.864","1","0","0","0","kbo_basic_leaderboard","official","0.143","0.1867","0.0400","0.214","8","0.1067","0.0133","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68507","KBO-68507","롯데 자이언츠","장두성","OF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68507","0.262","118","284","248","51","65","3","3","0","74","25","17","5","24","3","64","3","0.298","0.332","3","0.630","7","2","0","2","kbo_basic_leaderboard","official","0.036","0.2254","0.0845","0.375","6","0.0211","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68518","KBO-68518","롯데 자이언츠","정보근","C","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68518","0.186","93","152","129","4","24","4","1","1","33","15","0","0","18","1","39","4","0.256","0.291","2","0.547","4","0","0","0","kbo_basic_leaderboard","official","0.070","0.2566","0.1184","0.462","6","0.0395","0.0066","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68646","KBO-68646","KIA 타이거즈","한준수","C","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68646","0.225","103","276","244","33","55","12","1","7","90","26","0","0","26","3","48","4","0.369","0.304","3","0.673","0","3","0","3","kbo_basic_leaderboard","official","0.144","0.1739","0.0942","0.542","20","0.0725","0.0254","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68700","KBO-68700","한화 이글스","이원석","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68700","0.203","129","248","212","60","43","7","0","4","62","24","22","3","23","4","51","4","0.292","0.290","1","0.582","7","2","0","2","kbo_basic_leaderboard","official","0.089","0.2056","0.0927","0.451","11","0.0444","0.0161","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68868","KBO-68868","SSG 랜더스","최준우","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868","0.191","78","192","152","17","29","0","0","3","38","22","2","0","30","3","47","3","0.250","0.328","1","0.578","3","4","0","4","kbo_basic_leaderboard","official","0.059","0.2448","0.1563","0.638","3","0.0156","0.0156","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68904","KBO-68904","NC 다이노스","오영수","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904","0.232","67","179","155","14","36","5","0","3","50","23","3","2","22","2","47","0","0.323","0.335","1","0.658","0","0","0","0","kbo_basic_leaderboard","official","0.091","0.2626","0.1229","0.468","8","0.0447","0.0168","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","68912","KBO-68912","NC 다이노스","김형준","C","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912","0.232","127","415","362","51","84","10","1","18","150","55","3","0","45","3","126","7","0.414","0.320","4","0.734","3","2","0","2","kbo_basic_leaderboard","official","0.182","0.3036","0.1084","0.357","29","0.0699","0.0434","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69056","KBO-69056","KT 위즈","박민석","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69056","0.263","19","21","19","5","5","1","1","0","8","1","0","1","2","0","4","0","0.421","0.333","2","0.754","0","0","0","0","kbo_basic_leaderboard","official","0.158","0.1905","0.0952","0.500","2","0.0952","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69064","KBO-69064","KT 위즈","강민성","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69064","0.033","25","36","30","0","1","0","0","0","1","1","0","0","5","0","15","1","0.033","0.167","0","0.200","0","1","0","1","kbo_basic_leaderboard","official","0.000","0.4167","0.1389","0.333","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69100","KBO-69100","LG 트윈스","구본혁","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69100","0.286","131","397","343","41","98","16","2","1","121","38","10","5","36","6","44","4","0.353","0.364","6","0.717","12","0","0","0","kbo_basic_leaderboard","official","0.067","0.1108","0.0907","0.818","19","0.0479","0.0025","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69102","KBO-69102","LG 트윈스","문보경","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69102","0.276","141","607","515","91","142","21","1","24","237","108","3","1","79","4","108","15","0.460","0.371","16","0.831","0","9","0","9","kbo_basic_leaderboard","official","0.184","0.1779","0.1301","0.731","46","0.0758","0.0395","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69105","KBO-69105","LG 트윈스","김성진","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69105","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69203","KBO-69203","NC 다이노스","송승환","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69203","0.200","13","15","15","0","3","1","0","0","4","2","0","0","0","0","6","0","0.267","0.200","0","0.467","0","0","0","0","kbo_basic_leaderboard","official","0.067","0.4000","0.0000","0.000","1","0.0667","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
