"snapshot_date","kbo_player_id","player_uid","team","name","profile_name","position_group","position_name","birth_date","age","bats_throws","height_cm","weight_kg","career","is_rookie","is_foreign","membership_source","last_movement_date","last_movement_type","source_note","source_url"
"2025-10-31","68130","KBO-68130","LG 트윈스","김영준","김영준","P","투수","1999-01-12","26","우투우타","185","90","인천연학초-선린중-선린인터넷고-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68130"
"2025-10-31","64596","KBO-64596","LG 트윈스","김유영","김유영","P","투수","1994-05-02","31","좌투좌타","180","83","양정초-개성중-경남고-롯데-상무-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=64596"
"2025-10-31","55122","KBO-55122","LG 트윈스","김종운","김종운","P","투수","2006-09-11","19","우투우타","186","85","국산초(거제시리틀)-동강중-창원공고-LG-상무","0","0","movement","2025-05-23","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55122"
"2025-10-31","65411","KBO-65411","LG 트윈스","김주온","김주온","P","투수","1996-12-08","28","우투우타","187","89","울산대현초-구미중-울산공고-SK-SSG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65411"
"2025-10-31","75867","KBO-75867","LG 트윈스","김진성","김진성","P","투수","1985-03-07","40","우투우타","186","90","인헌초-성남중-성남서고-SK-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=75867"
"2025-10-31","51154","KBO-51154","LG 트윈스","김진수","김진수","P","투수","1998-08-31","27","우투우타","179","82","이세초-군산중-군산상고-중앙대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51154"
"2025-10-31","53139","KBO-53139","LG 트윈스","박명근","박명근","P","투수","2004-03-27","21","우언우타","174","75","수택초(구리리틀)-구리인창중-라온고-LG-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53139"
"2025-10-31","55121","KBO-55121","LG 트윈스","박시원","박시원","P","투수","2006-04-12","19","우투우타","193","93","송수초(해운대리틀)-센텀중-경남고","0","0","movement","2025-07-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55121"
"2025-10-31","63145","KBO-63145","LG 트윈스","배재준","배재준","P","투수","1994-11-24","30","우투우타","188","85","본리초-경상중-대구상원고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63145"
"2025-10-31","65109","KBO-65109","LG 트윈스","백승현","백승현","P","투수","1995-05-26","30","우투우타","183","90","소래초-상인천중-인천고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65109"
"2025-10-31","68159","KBO-68159","LG 트윈스","성동현","성동현","P","투수","1999-05-18","26","우투우타","189","108","백마초-홍은중-장충고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68159"
"2025-10-31","67143","KBO-67143","LG 트윈스","손주영","손주영","P","투수","1998-12-02","26","좌투좌타","191","95","울산대현초-개성중-경남고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67143"
"2025-10-31","51111","KBO-51111","LG 트윈스","송승기","송승기","P","투수","2002-04-10","23","좌투좌타","181","90","삼일초-매향중-야탑고-LG-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51111"
"2025-10-31","61411","KBO-61411","LG 트윈스","심창민","심창민","P","투수","1993-02-01","32","우언우타","185","86","동삼초-경남중-경남고-삼성-상무-삼성-NC-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61411"
"2025-10-31","51526","KBO-51526","LG 트윈스","우강훈","우강훈","P","투수","2002-10-03","23","우언우타","183","88","희망대초-매송중-야탑고-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=51526"
"2025-10-31","50106","KBO-50106","LG 트윈스","유영찬","유영찬","P","투수","1997-03-07","28","우투좌타","185","90","덕성초(안산리틀)-배명중-배명고-건국대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50106"
"2025-10-31","61145","KBO-61145","LG 트윈스","이우찬","이우찬","P","투수","1992-08-04","33","좌투좌타","185","97","온양온천초-온양중-북일고-LG-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61145"
"2025-10-31","69134","KBO-69134","LG 트윈스","이정용","이정용","P","투수","1996-03-26","29","우투우타","186","85","영일초-성남중-성남고-동아대-LG-상무","0","0","movement","2025-06-18","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69134"
"2025-10-31","50904","KBO-50904","LG 트윈스","이종준","이종준","P","투수","2001-03-09","24","우투우타","191","93","군산중앙초-군산남중-군산상고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50904"
"2025-10-31","69108","KBO-69108","LG 트윈스","이지강","이지강","P","투수","1999-07-02","26","우투우타","183","85","수원선일초-수원북중-소래고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69108"
"2025-10-31","61101","KBO-61101","LG 트윈스","임찬규","임찬규","P","투수","1992-11-20","32","우투우타","185","80","가동초-청원중-휘문고-LG-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61101"
"2025-10-31","63950","KBO-63950","LG 트윈스","장현식","장현식","P","투수","1995-02-24","30","우투우타","181","91","신도초-서울이수중-서울고-NC-경찰-NC-KIA","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63950"
"2025-10-31","69159","KBO-69159","LG 트윈스","정우영","정우영","P","투수","1999-08-19","26","우언우타","193","99","가평초-강남중-서울고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69159"
"2025-10-31","54148","KBO-54148","LG 트윈스","진우영","진우영","P","투수","2001-02-05","24","우투우타","188","97","성동초-글로벌선진학교","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54148"
"2025-10-31","68419","KBO-68419","LG 트윈스","최채흥","최지명","P","투수","1995-01-22","30","좌투좌타","186","97","동천초-포항중-대구상원고-한양대-삼성-상무-삼성","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68419"
"2025-10-31","55163","KBO-55163","LG 트윈스","추세현","추세현","P","내야수","2006-04-19","19","우투우타","187","90","성신초(서울중구리틀)-청량중-경기상고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55163"
"2025-10-31","55146","KBO-55146","LG 트윈스","치리노스","치리노스","P","투수","1993-12-26","31","우투우타","188","102","베네수엘라 U.E.N heroes nigales(고)-LG","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55146"
"2025-10-31","55130","KBO-55130","LG 트윈스","톨허스트","톨허스트","P","투수","1999-09-13","26","우투우타","193","86","미국 Grossmont(대)","0","1","movement","2025-08-09","소속선수 추가 등록","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55130"
"2025-10-31","63248","KBO-63248","LG 트윈스","함덕주","함덕주","P","투수","1995-01-13","30","좌투좌타","181","78","일산초-원주중-원주고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63248"
"2025-10-31","53102","KBO-53102","LG 트윈스","허용주","허용주","P","투수","2003-06-05","22","우투우타","194","88","사파초-마산동중-용마고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53102"
"2025-10-31","52119","KBO-52119","LG 트윈스","허준혁","허준혁","P","투수","1999-07-02","26","우투우타","180","85","가평초(가평군리틀)-영동중-경기고-한일장신대-LG-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52119"
"2025-10-31","51903","KBO-51903","NC 다이노스","김정호","김정호","C","포수","1998-07-13","27","우투우타","172","84","대구옥산초-경복중-포항제철고-성균관대","0","0","movement","2025-05-30","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51903"
"2025-10-31","68912","KBO-68912","NC 다이노스","김형준","김형준","C","포수","1999-11-02","25","우투우타","187","98","가동초-세광중-세광고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68912"
"2025-10-31","62244","KBO-62244","NC 다이노스","박세혁","박세혁","C","포수","1990-01-09","35","우투좌타","181","86","수유초-신일중-신일고-고려대-두산-상무-두산-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62244"
"2025-10-31","64022","KBO-64022","NC 다이노스","안중열","안중열","C","포수","1995-09-01","30","우투우타","176","87","가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무-롯데","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64022"
"2025-10-31","54905","KBO-54905","NC 다이노스","김세훈","김세훈","IF","내야수","2005-04-04","20","우투우타","174","77","매호초(경산시리틀)-경운중-경북고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54905"
"2025-10-31","51907","KBO-51907","NC 다이노스","김주원","김주원","IF","내야수","2002-07-30","23","우투양타","185","83","삼일초(군포시리틀)-안산중앙중-유신고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51907"
"2025-10-31","50902","KBO-50902","NC 다이노스","김한별","김한별","IF","내야수","2001-01-18","24","우투우타","177","85","효제초-선린중-배재고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50902"
"2025-10-31","51344","KBO-51344","NC 다이노스","김휘집","김휘집","IF","내야수","2002-01-01","23","우투우타","180","92","양목초(히어로즈리틀)-대치중-신일고-키움","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51344"
"2025-10-31","54944","KBO-54944","NC 다이노스","데이비슨","데이비슨","IF","내야수","1991-03-26","34","우투우타","190","104","미국 Yucaipa(고)-NC","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54944"
"2025-10-31","66965","KBO-66965","NC 다이노스","도태훈","도태훈","IF","내야수","1993-03-18","32","우투좌타","184","85","양정초-개성중-부산고-동의대-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66965"
"2025-10-31","62907","KBO-62907","NC 다이노스","박민우","박민우","IF","내야수","1993-02-06","32","우투좌타","185","80","마포초(용산구리틀)-선린중-휘문고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62907"
"2025-10-31","69995","KBO-69995","NC 다이노스","서호철","서호철","IF","내야수","1996-10-16","29","우투우타","179","85","순천남산초-순천이수중-효천고-동의대-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69995"
"2025-10-31","50901","KBO-50901","NC 다이노스","안인산","안인산","IF","내야수","2001-02-27","24","우투우타","181","95","군포오금초(안양시리틀)-평촌중-야탑고-NC","0","0","movement","2025-08-05","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50901"
"2025-10-31","68904","KBO-68904","NC 다이노스","오영수","오영수","IF","내야수","2000-01-30","25","우투좌타","178","93","사파초-창원신월중-용마고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68904"
"2025-10-31","51996","KBO-51996","NC 다이노스","오태양","오태양","IF","내야수","2002-04-25","23","우투우타","180","78","방배초-대치중-청원고-NC-상무","0","0","movement","2025-06-18","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51996"
"2025-10-31","55993","KBO-55993","NC 다이노스","장창훈","장창훈","IF","외야수","2000-05-22","25","우투좌타","176","70","강남초-개군중-설악고-강릉영동대","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55993"
"2025-10-31","69992","KBO-69992","NC 다이노스","최정원","최정원","IF","내야수","2000-06-24","25","우투좌타","176","70","서원초-청주중-청주고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69992"
"2025-10-31","50903","KBO-50903","NC 다이노스","한재환","한재환","IF","내야수","2001-10-19","24","우투우타","177","89","기장대청초(기장리틀)-대신중-개성고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50903"
"2025-10-31","50600","KBO-50600","NC 다이노스","홍종표","홍종표","IF","내야수","2000-05-02","25","우투좌타","178","72","동막초-영남중-강릉고-KIA-상무-KIA","0","0","opening_roster","2025-07-28","트레이드","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50600"
"2025-10-31","54908","KBO-54908","NC 다이노스","고승완","고승완","OF","외야수","2001-03-15","24","우투좌타","178","81","광주대성초-무등중-광주동성고-연세대","0","0","movement","2025-06-15","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54908"
"2025-10-31","63963","KBO-63963","NC 다이노스","권희동","권희동","OF","외야수","1990-12-30","34","우투우타","177","85","동천초-경주중-경주고-경남대-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63963"
"2025-10-31","69980","KBO-69980","NC 다이노스","김범준","김범준","OF","외야수","2000-04-20","25","우투우타","183","90","울산대현초-제일중-대구고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69980"
"2025-10-31","79215","KBO-79215","NC 다이노스","박건우","박건우","OF","외야수","1990-09-08","35","우투우타","184","80","역삼초-서울이수중-서울고-두산-경찰-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79215"
"2025-10-31","50996","KBO-50996","NC 다이노스","박시원","박시원","OF","외야수","2001-05-30","24","우투좌타","185","85","광주서림초-광주동성중-광주제일고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50996"
"2025-10-31","50906","KBO-50906","NC 다이노스","박영빈","박영빈","OF","외야수","1997-07-16","28","우투좌타","182","88","호원초(의정부리틀)-청량중-충암고-경희대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50906"
"2025-10-31","69203","KBO-69203","NC 다이노스","송승환","송승환","OF","외야수","2000-10-28","25","우투우타","183","93","신기초(금천구리틀)-양천중-서울고-두산-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69203"
"2025-10-31","63260","KBO-63260","NC 다이노스","이우성","이우성","OF","외야수","1994-07-17","31","우투우타","182","95","대전유천초-한밭중-대전고-두산-상무-두산-NC-KIA","0","0","opening_roster","2025-07-28","트레이드","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63260"
"2025-10-31","67905","KBO-67905","NC 다이노스","천재환","천재환","OF","외야수","1994-04-01","31","우투우타","181","83","대전신흥초-공주중-화순고-고려대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67905"
"2025-10-31","66606","KBO-66606","NC 다이노스","최원준","최원준","OF","외야수","1997-03-23","28","우투좌타","178","85","연현초-서울경원중-서울고-KIA-상무-KIA-NC","0","0","opening_roster","2025-07-28","트레이드","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66606"
"2025-10-31","64101","KBO-64101","NC 다이노스","한석현","한석현","OF","외야수","1994-05-17","31","좌투좌타","181","73","후암초-대천중-경남고-LG","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64101"
"2025-10-31","65933","KBO-65933","NC 다이노스","구창모","구창모","P","투수","1997-02-17","28","좌투좌타","183","85","천안남산초-덕수중-울산공고-NC-상무","0","0","movement","2025-06-18","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65933"
"2025-10-31","52995","KBO-52995","NC 다이노스","김녹원","김녹원","P","투수","2003-05-17","22","우투우타","182","88","학강초-무등중-광주제일고","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52995"
"2025-10-31","54913","KBO-54913","NC 다이노스","김민규","김민규","P","투수","2001-09-07","24","우투우타","183","84","광주서석초-진흥중-광주동성고-경성대-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54913"
"2025-10-31","68900","KBO-68900","NC 다이노스","김영규","김영규","P","투수","2000-02-10","25","좌투좌타","188","86","광주서석초-무등중-광주제일고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68900"
"2025-10-31","64580","KBO-64580","NC 다이노스","김재열","김재열","P","투수","1996-01-02","29","우투우타","183","97","양정초-개성중-부산고-KIA","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=64580"
"2025-10-31","67954","KBO-67954","NC 다이노스","김진호","김진호","P","투수","1998-06-07","27","우투우타","183","90","의왕부곡초-성일중-광주동성고-NC-경찰","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67954"
"2025-10-31","50992","KBO-50992","NC 다이노스","김태경","김태경","P","투수","2001-04-07","24","우투우타","188","95","김해삼성초-내동중-용마고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=50992"
"2025-10-31","67956","KBO-67956","NC 다이노스","김태현","김태현","P","투수","1998-03-21","27","좌투좌타","188","95","김해삼성초-내동중-김해고-NC-경찰-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67956"
"2025-10-31","55995","KBO-55995","NC 다이노스","김태훈","김태훈","P","투수","2006-10-26","19","우투우타","188","88","부평남초(부평구리틀)-동인천중-소래고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55995"
"2025-10-31","55903","KBO-55903","NC 다이노스","라일리","라일리","P","투수","1996-07-09","29","우투우타","190","100","미국 Louisville(대)","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55903"
"2025-10-31","55912","KBO-55912","NC 다이노스","로건","로건","P","투수","1997-05-23","28","좌투우타","186","105","미국 IMG Academy(고)-NC","0","1","opening_roster","","","외국인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55912"
"2025-10-31","65949","KBO-65949","NC 다이노스","류진욱","류진욱","P","투수","1996-10-10","29","우투우타","189","88","양정초-개성중-부산고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65949"
"2025-10-31","53973","KBO-53973","NC 다이노스","목지훈","목지훈","P","투수","2004-05-11","21","우투우타","181","83","효제초-청량중-신일고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53973"
"2025-10-31","68097","KBO-68097","NC 다이노스","박주현","박주현","P","투수","1999-08-03","26","좌투좌타","184","85","철산초(광명리틀)-영동중-충암고-KT-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68097"
"2025-10-31","64995","KBO-64995","NC 다이노스","배재환","배재환","P","투수","1995-02-24","30","우투우타","186","95","가동초-잠신중-서울고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=64995"
"2025-10-31","66068","KBO-66068","NC 다이노스","서의태","서의태","P","투수","1997-09-05","28","좌투좌타","194","115","묵동초(남양주리틀)-청량중-경기고-KT-히어로즈-키움-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=66068"
"2025-10-31","67962","KBO-67962","NC 다이노스","소이현","소이현","P","투수","1999-02-09","26","우투우타","185","93","서울이수초-서울이수중-서울디자인고-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67962"
"2025-10-31","54904","KBO-54904","NC 다이노스","손주환","손주환","P","투수","2002-01-05","23","우투우타","177","85","영천초-신정중-물금고-동아대","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54904"
"2025-10-31","68902","KBO-68902","NC 다이노스","신민혁","신민혁","P","투수","1999-02-04","26","우투우타","184","95","염강초(강서구리틀)-매향중-야탑고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68902"
"2025-10-31","53919","KBO-53919","NC 다이노스","신영우","신영우","P","투수","2004-04-21","21","우투우타","182","84","센텀초-센텀중-경남고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=53919"
"2025-10-31","54906","KBO-54906","NC 다이노스","원종해","원종해","P","투수","2005-04-09","20","우투우타","183","83","길동초-건대부중-장충고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54906"
"2025-10-31","55997","KBO-55997","NC 다이노스","이세민","이세민","P","투수","2005-08-08","20","우투우타","187","100","칠성초-경복중-대구상원고","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55997"
"2025-10-31","77211","KBO-77211","NC 다이노스","이용찬","이용찬","P","투수","1989-01-02","36","우투우타","185","85","신원초-양천중-장충고-두산-상무-두산-NC","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=77211"
"2025-10-31","60263","KBO-60263","NC 다이노스","이재학","이재학","P","투수","1990-10-04","35","우언우타","181","84","대구옥산초-경복중-대구고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=60263"
"2025-10-31","52992","KBO-52992","NC 다이노스","이준혁","이준혁","P","투수","2003-06-30","22","우투우타","184","87","용인포곡초(처인구리틀)-성일중-율곡고-NC","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52992"
"2025-10-31","54900","KBO-54900","NC 다이노스","임상현","임상현","P","투수","2005-07-16","20","우투우타","184","89","김천신일초(김천시리틀)-상원중-대구상원고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54900"
"2025-10-31","63959","KBO-63959","NC 다이노스","임정호","임정호","P","투수","1990-04-16","35","좌투좌타","188","90","성동초-잠신중-신일고-성균관대-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=63959"
"2025-10-31","52902","KBO-52902","NC 다이노스","임지민","임지민","P","투수","2003-10-11","22","우투우타","185","82","가평목동초(가평리틀)-춘천중-강원고","0","0","movement","2025-09-09","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52902"
"2025-10-31","69204","KBO-69204","NC 다이노스","전루건","전루건","P","투수","2000-06-09","25","우투우타","185","80","도신초-충암중-부천고-두산","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69204"
"2025-10-31","69969","KBO-69969","NC 다이노스","전사민","전사민","P","투수","1999-07-06","26","우투우타","194","85","연서초(부산동래구리틀)-대신중-부산정보고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=69969"
"2025-10-31","52903","KBO-52903","NC 다이노스","조민석","조민석","P","투수","1998-12-21","26","우투좌타","180","81","천안남산초-천안북중-부천고-원광대-NC-상무","0","0","movement","2025-06-18","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52903"
"2025-10-31","66920","KBO-66920","NC 다이노스","최성영","최성영","P","투수","1997-04-28","28","좌투좌타","180","85","영랑초-설악중-설악고-NC-상무","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=66920"
"2025-10-31","54903","KBO-54903","NC 다이노스","최우석","최우석","P","투수","2005-03-31","20","우투우타","190","90","서흥초-동인천중-비봉고","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=54903"
"2025-10-31","68639","KBO-68639","NC 다이노스","하준영","하준영","P","투수","1999-09-06","26","좌투좌타","182","79","서울이수초-성남중-성남고-KIA","0","0","movement","2025-09-04","소속선수 추가 등록","군보류 해제","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68639"
"2025-10-31","55996","KBO-55996","NC 다이노스","홍재문","홍재문","P","투수","2004-07-09","21","우투우타","183","95","청주우암초-청주중-청주고-동의과학대","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=55996"
"2025-10-31","54810","KBO-54810","SSG 랜더스","김규민","김규민","C","포수","2002-08-23","23","우투좌타","180","94","동수원초(수원영통구리틀)-매향중-공주고-여주대-SSG-상무","0","0","movement","2025-05-01","소속선수 추가 등록","육성선수 말소","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=54810"
"2025-10-31","62864","KBO-62864","SSG 랜더스","김민식","김민식","C","포수","1989-06-28","36","우투좌타","180","80","양덕초-마산중-마산고-원광대-SK-상무-SK-KIA","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62864"
"2025-10-31","66662","KBO-66662","SSG 랜더스","신범수","신범수","C","포수","1998-01-25","27","우투좌타","177","83","광주대성초-광주동성중-광주동성고-KIA","0","0","opening_roster","","","","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66662"
"2025-10-31","55832","KBO-55832","SSG 랜더스","이율예","이율예","C","포수","2006-11-21","18","우투우타","183","90","중리초(함안리틀)-원동중-강릉고-SSG-상무","1","0","opening_roster","","","신인","https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=55832"
